30068,Germany,30-34,Male,Developer; Ninja; Full-stack Developer,"Executive (VP of Eng., CTO, CIO, etc.)","Executive (VP of Eng., CTO, CIO, etc.)",8,,"C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; SQL; SQL Server","Arduino / Raspberry Pi; AngularJS; C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; SQL; SQL Server",No,Employed full-time,Other (please specify),100-499 employees,4,I'm somewhat satisfied with my job,A couple times a week,Other (please specify),Star Wars,Agree completely,Disagree somewhat,Poor team dynamics; Poor infrastructure or equipment; Limited resources
30069,India,20-24,Female,Developer,Back-end web developer,Back-end web developer,0.5,5000,C; Java; JavaScript; LAMP; Matlab; SQL; SQL Server,C; Java; JavaScript; LAMP; MATLAB; SQL; SQL Server,Yes,Employed full-time,Software Products,500-999 employees,2,I'm somewhat satisfied with my job,Multiple times a day,Cats,Star Wars,Agree completely,Disagree completely,Poor team dynamics; Changing requirements; Limited resources
30070,Romania,25-29,Male,Developer; Programmer,Embedded application developer,Embedded application developer,3.5,15000,C; Java; Python,Arduino / Raspberry Pi; C; Cassandra; Hadoop; Java; Python; Scala; Spark,Other (please specify),Employed full-time,Automotive,"10,000+ employees",1,I'm neither satisfied nor dissatisfied,Once a day,Dogs,,Agree completely,,Inefficient development processes; Poor scheduling; Outdated technologies
30071,Poland,25-29,Male,Developer; Engineer; Ninja,Full-stack web developer,Full-stack web developer,8,35000,C++; Java; JavaScript; Node.js; Python; Scala,AngularJS; Hadoop; Java; JavaScript; ReactJS; Redis; SQL,Yes,Employed full-time,Software Products,"10,000+ employees",1,I'm somewhat satisfied with my job,Multiple times a day,Dogs,Star Wars,Agree completely,Disagree completely,Poor team dynamics; Unrealistic expectations; Changing requirements; Limited resources
30072,Portugal,25-29,Female,Developer; Programmer; Full-stack Developer,Full-stack web developer,Full-stack web developer,3.5,5000,Java; JavaScript; LAMP; Node.js; PHP; Redis; SQL; WordPress,Android; Arduino / Raspberry Pi; C; C++; Java; JavaScript; LAMP; Node.js; Python; SQL; Windows Phone; WordPress,Yes,Employed full-time,Software Products,20-99 employees,0,I love my job,Once a day,Dogs,,Agree completely,Disagree completely,Poor documentation; Outdated technologies; Changing requirements
30074,Singapore,20-24,Male,Programmer,Front-end web developer,Front-end web developer,1.5,25000,JavaScript,C#; JavaScript; PHP,Yes,Employed full-time,Education,"10,000+ employees",4,I love my job,Multiple times a day,Cats,,,,
30075,India,25-29,Male,Developer; Programmer; Sr. Developer,Back-end web developer,Back-end web developer,3.5,5000,JavaScript; PHP; SQL,AngularJS; Node.js; Python,Yes,Employed part-time,Internet,20-99 employees,1,I'm somewhat satisfied with my job,"I don't ""check-in or commit code"", but I do put code into production somewhat frequently",Dogs,,Agree completely,Agree somewhat,Unrealistic expectations; Changing requirements; Unspecific requirements
30077,Russian Federation,25-29,Male,Developer; Programmer,Desktop developer,Desktop developer,13,15000,C; C++; C#,C; C++; C#,Yes,Employed full-time,Software Products,500-999 employees,1,I'm neither satisfied nor dissatisfied,Multiple times a day,Dogs,,Agree completely,Agree somewhat,Outdated technologies; Limited resources
30080,Pakistan,20-24,Male,Developer; Engineer; Programmer,Desktop developer,Desktop developer,3.5,5000,C; C++; C#; Java; Windows Phone,"AngularJS; Cloud (AWS, GAE, Azure, etc.); F#; JavaScript; R; Ruby; SharePoint",Yes,Employed full-time,Software Products,100-499 employees,3,I'm somewhat dissatisfied with my job,Multiple times a day,Dogs,,Agree completely,Agree completely,Inefficient development processes; Fragile code base; Poor scheduling; Unrealistic expectations; Poor documentation; Corporate policies; Outdated technologies; Unspecific requirements
30081,France,25-29,Male,Developer; Engineer; Programmer,Analyst,Analyst,3.5,15000,C; C++; C#; Java; JavaScript; LAMP; PHP; SQL; SQL Server; Visual Basic,Android; AngularJS; iOS,Yes,Other (please specify),Manufacturing,"10,000+ employees",0,I love my job,Multiple times a day,Other (please specify),Star Wars,Agree somewhat,Disagree somewhat,Poor team dynamics; Fragile code base; Poor documentation; Unspecific requirements
30082,Cambodia,30-34,Female,Programmer; Full-stack Developer,Back-end web developer,Back-end web developer,3.5,45000,LAMP; Node.js,LAMP; Objective-C,Yes,Unemployed,,,,,A couple times a week,Cats,Star Wars,Agree completely,Agree completely,
30083,India,25-29,Male,Sr. Developer,Mobile developer - iOS,"Mobile Dev (Android, iOS, WP & Multi-Platform)",3.5,5000,C; C#; iOS; Objective-C,iOS; Objective-C; Swift,No,Employed full-time,Software Products,20-99 employees,2,I love my job,Multiple times a day,Other (please specify),,Agree somewhat,Disagree completely,Poor team dynamics; Inefficient development processes; Fragile code base; Poor scheduling; Poor documentation; Non-technical management; Interacting with non-technical people; Poor infrastructure or equipment; Changing requirements; Unspecific requirements; Limited resources
30084,Germany,50-59,Male,Developer,Business intelligence or data warehousing expert,Business intelligence or data warehousing expert,13,,,,Yes,Employed full-time,,,,,,,,,,
30085,India,30-34,Male,Sr. Developer,Back-end web developer,Back-end web developer,8,25000,Java; JavaScript; SQL,Java; JavaScript; SQL,Yes,Employed full-time,,,,,,,,,,
30086,Germany,35-39,Male,Sr. Developer; Manager; Expert,"Executive (VP of Eng., CTO, CIO, etc.)","Executive (VP of Eng., CTO, CIO, etc.)",13,125000,C++; Python; SQL,C++,No,Self-employed,Telecommunications,5-9 employees,0,I'm somewhat dissatisfied with my job,Multiple times a day,Other (please specify),,Agree completely,Disagree completely,Unrealistic expectations; Non-technical management; Changing requirements
30087,Poland,25-29,Female,Manager,Product manager,Product manager,0.5,,,,Yes,Employed full-time,Software Products,10-19 employees,2,,I never check-in or commit code,Cats,,,,
30088,Russian Federation,25-29,Male,Developer; Programmer; Sr. Developer; Full-stack Developer,Full-stack web developer,Full-stack web developer,8,25000,AngularJS; JavaScript; LAMP; PHP; Python; Redis; Ruby; SQL,Go; ReactJS,No,Employed full-time,Other (please specify),20-99 employees,0,I'm somewhat satisfied with my job,Multiple times a day,Cats,,Agree completely,Disagree completely,Inefficient development processes; Outdated technologies; Interacting with stupid people; Changing requirements
30090,Ukraine,20-24,Male,Developer; Programmer; Full-stack Developer,Front-end web developer,Front-end web developer,1.5,5000,JavaScript; Node.js,AngularJS; Cordova; JavaScript; MongoDB; Node.js; ReactJS; WordPress,Yes,Employed full-time,Finance / Banking,10-19 employees,8,I'm somewhat satisfied with my job,Multiple times a day,Dogs,Star Wars,Agree somewhat,Neutral,Inefficient development processes; Poor documentation; Outdated technologies
30091,India,20-24,Male,Developer,Back-end web developer,Back-end web developer,0.5,5000,C++,JavaScript; Node.js,Yes,I'm a student,,,,,Multiple times a day,Cats,Star Wars,Agree completely,Disagree completely,Poor documentation; Non-technical management; Poor infrastructure or equipment; Limited resources; Trying to be nice
30092,France,30-34,Male,Developer,Front-end web developer,Front-end web developer,13,25000,AngularJS; JavaScript; PHP; SQL; WordPress,Android,No,Employed full-time,Education,"10,000+ employees",2,Other (please specify),Multiple times a day,Other (please specify),Star Wars,Agree somewhat,Disagree completely,Corporate policies; Interacting with non-technical people; Interacting with stupid people; Poor infrastructure or equipment; Limited resources
30093,India,20-24,Male,Developer; Engineer,Mobile developer - iOS,"Mobile Dev (Android, iOS, WP & Multi-Platform)",0.5,5000,C; iOS; Java; Objective-C; SQL,iOS; Objective-C; Swift,No,Employed full-time,Software Products,20-99 employees,0,I'm somewhat satisfied with my job,I never check-in or commit code,Dogs,Star Wars,Agree somewhat,Disagree completely,Fragile code base; Poor scheduling; Trying to be nice
30094,Ukraine,20-24,Male,Developer; Engineer,Developer with a statistics or mathematics background,"Mathematics Developers (Data Scientists, Machine Learning Devs & Devs with Stats & Math Backgrounds)",3.5,45000,AngularJS; Java; MongoDB; Python; Scala; Spark,Scala; Spark,Yes,Employed full-time,Media / Advertising,20-99 employees,1,I'm somewhat satisfied with my job,Multiple times a day,Dogs,Star Wars,Agree completely,Disagree somewhat,Poor documentation; Interacting with stupid people; Changing requirements
30095,Poland,30-34,Male,Engineer; Sr. Developer; Expert,Back-end web developer,Back-end web developer,8,45000,AngularJS; Cordova; JavaScript; MongoDB; Python; SQL,Hadoop; Python; R,Yes,Employed full-time,Internet,5-9 employees,2,I'm somewhat dissatisfied with my job,Multiple times a day,Dogs,Star Wars; Star Trek,Agree completely,Disagree completely,Fragile code base; Poor documentation; Outdated technologies; Unspecific requirements
30097,Romania,20-24,Female,Developer; Engineer,Back-end web developer,Back-end web developer,3.5,15000,JavaScript; PHP; Python; SQL,AngularJS; Python,No,Employed full-time,Web Services,20-99 employees,1,I'm somewhat satisfied with my job,Multiple times a day,Dogs,Star Wars,Agree somewhat,Neutral,Poor scheduling; Unrealistic expectations; Poor documentation; Unspecific requirements
30098,India,20-24,Female,Developer,Back-end web developer,Back-end web developer,1.5,5000,AngularJS; C; C++; C#; JavaScript; SQL; SQL Server,AngularJS; C#; JavaScript; Node.js; SharePoint; Spark; SQL; SQL Server,Yes,Employed full-time,Software Products,100-499 employees,1,I'm somewhat dissatisfied with my job,Multiple times a day,Cats,Star Trek,Neutral,Disagree somewhat,
30099,United Kingdom,35-39,Male,Developer,Back-end web developer,Back-end web developer,13,55000,JavaScript; Node.js; PHP; ReactJS; Redis; SQL; WordPress,,Yes,Employed full-time,Foundation / Non-Profit,100-499 employees,0,I love my job,Multiple times a day,Dogs,Star Trek,Agree somewhat,Disagree somewhat,Poor documentation; Changing requirements; Unspecific requirements
30100,Finland,30-34,Male,Developer; Engineer; Programmer; Sr. Developer,Full-stack web developer,Full-stack web developer,13,25000,iOS; JavaScript; Objective-C; PHP,Android; C++; Java,Yes,Self-employed,,,,,,,,,,
30101,Turkey,20-24,Male,Developer; Engineer; Programmer,Desktop developer,Desktop developer,1.5,15000,C#; SQL; SQL Server; Visual Basic,Android; iOS; Java,No,Employed full-time,Finance / Banking,500-999 employees,1,I love my job,,,,,,
30103,Lithuania,25-29,Male,Developer,Developer with a statistics or mathematics background,"Mathematics Developers (Data Scientists, Machine Learning Devs & Devs with Stats & Math Backgrounds)",1.5,15000,C#; Visual Basic,C#; Hadoop; Python; Scala; Spark,Other (please specify),Employed full-time,Retail,100-499 employees,0,I'm somewhat satisfied with my job,Multiple times a day,Dogs,Star Wars,Agree completely,Agree somewhat,Poor team dynamics; Poor scheduling; Unrealistic expectations; Outdated technologies
30104,Italy,20-24,Female,Programmer,Data scientist,"Mathematics Developers (Data Scientists, Machine Learning Devs & Devs with Stats & Math Backgrounds)",3.5,15000,MongoDB; Python; R,Arduino / Raspberry Pi; Python; R; Ruby,Yes,Employed full-time,,,,,,,,,,
30105,Denmark,40-49,Male,Sr. Developer; Manager; Full-stack Developer,Growth hacker,Growth hacker,13,65000,C#; JavaScript; LAMP; PHP; SQL; SQL Server; WordPress,Android; Arduino / Raspberry Pi; AngularJS; LAMP; MongoDB; Node.js; PHP; WordPress,Yes,Employed full-time,Internet,20-99 employees,0,I'm neither satisfied nor dissatisfied,Multiple times a day,Cats,Star Wars,Agree somewhat,Disagree somewhat,Limited resources
30108,Poland,30-34,Male,Sr. Developer,Desktop developer,Desktop developer,8,35000,C++; C#; Java,C#; JavaScript,Yes,Employed full-time,Software Products,100-499 employees,0,I'm somewhat satisfied with my job,Once a day,,,,,
30109,Netherlands,40-49,Male,Developer; Programmer,Mobile developer - iOS,"Mobile Dev (Android, iOS, WP & Multi-Platform)",13,45000,iOS; Objective-C; Swift,Android; iOS; Java; Objective-C; Swift,Yes,Employed full-time,Software Products,20-99 employees,1,I'm somewhat dissatisfied with my job,Once a day,Cats,,Agree completely,Agree somewhat,Poor team dynamics; Corporate policies; Unspecific requirements
30110,Germany,20-24,Male,Developer; Engineer; Programmer,Front-end web developer,Front-end web developer,1.5,,Arduino / Raspberry Pi; C++; JavaScript; Node.js; ReactJS,JavaScript; ReactJS,Yes,Employed part-time,Media / Advertising,20-99 employees,2,I'm somewhat dissatisfied with my job,Multiple times a day,Cats,Star Wars,Agree completely,Disagree completely,Poor scheduling; Outdated technologies; Unspecific requirements
30113,Poland,20-24,Male,Sr. Developer; Full-stack Developer; Full Stack Overflow Developer,Full-stack web developer,Full-stack web developer,8,45000,"CoffeeScript; Cloud (AWS, GAE, Azure, etc.); JavaScript; ReactJS; Redis; Ruby",,Yes,Employed full-time,Other (please specify),20-99 employees,0,I'm somewhat satisfied with my job,Multiple times a day,Dogs,,Agree somewhat,Disagree completely,Poor team dynamics; Fragile code base; Outdated technologies; Limited resources
30114,Romania,25-29,Male,Developer; Engineer; Programmer; Sr. Developer,Embedded application developer,Embedded application developer,3.5,,Android; Arduino / Raspberry Pi; C; C++; JavaScript; Matlab; MongoDB; Node.js; Python,C#; Perl,Other (please specify),Employed full-time,Software Products,20-99 employees,0,I'm somewhat satisfied with my job,A couple times a week,Dogs,,Agree completely,Neutral,Unrealistic expectations; Poor documentation; Corporate policies
30117,Serbia,25-29,Male,Developer; Engineer; Programmer,Full-stack web developer,Full-stack web developer,1.5,5000,AngularJS; CoffeeScript; JavaScript; Node.js; PHP; SQL; WordPress,Android; AngularJS; iOS; JavaScript; Node.js; PHP; WordPress,No,Employed full-time,Web Services,5-9 employees,0,I'm neither satisfied nor dissatisfied,Once a day,Cats,,Agree completely,Agree somewhat,Poor scheduling; Changing requirements; Unspecific requirements; Limited resources
30118,Japan,20-24,Male,Developer; Engineer; Manager,Full-stack web developer,Full-stack web developer,8,75000,AngularJS; JavaScript; LAMP; Python; SQL; WordPress,AngularJS; JavaScript; Node.js; Python; Ruby,Yes,Employed full-time,Media / Advertising,20-99 employees,0,I'm somewhat satisfied with my job,"I don't ""check-in or commit code"", but I do put code into production somewhat frequently",Dogs,Star Wars,Agree completely,Agree completely,Inefficient development processes; Unrealistic expectations; Changing requirements
30119,Poland,30-34,Male,Sr. Developer,DevOps,DevOps,13,25000,JavaScript; MongoDB; PHP; Redis; SQL,JavaScript; MongoDB; PHP; Redis; SQL,Yes,Employed full-time,Government,20-99 employees,0,I'm somewhat satisfied with my job,Multiple times a day,Dogs,Star Wars; Star Trek,Agree somewhat,Disagree completely,Unrealistic expectations; Outdated technologies; Interacting with stupid people
30120,India,20-24,Male,Developer; Engineer; Programmer,Quality Assurance,Quality Assurance,0.5,5000,Java; Python,Android; Java; Python,Yes,Employed full-time,Consulting,"5,000-9,999 employees","I am not on a ""team""",I'm somewhat dissatisfied with my job,Multiple times a day,Dogs,,Agree somewhat,Agree somewhat,Inefficient development processes; Unrealistic expectations; Poor documentation; Outdated technologies; Non-technical management; Interacting with non-technical people
30121,Germany,35-39,Male,Developer; Programmer,Desktop developer,Desktop developer,13,,Java,JavaScript; Scala,Yes,Employed full-time,Software Products,100-499 employees,,I'm somewhat satisfied with my job,Once a day,Cats,,,,
30122,Netherlands,20-24,Male,Developer; Rockstar,Back-end web developer,Back-end web developer,1.5,25000,C#; JavaScript,AngularJS; C#,Yes,Employed full-time,Internet,"1,000-4,999 employees","I am not on a ""team""",I'm somewhat satisfied with my job,Multiple times a day,Cats,Star Wars; Star Trek,Agree somewhat,Disagree somewhat,Unrealistic expectations; Poor documentation; Corporate policies
30123,Pakistan,35-39,Male,Manager,"Executive (VP of Eng., CTO, CIO, etc.)","Executive (VP of Eng., CTO, CIO, etc.)",13,35000,"Android; Arduino / Raspberry Pi; AngularJS; C; C++; C#; Cloud (AWS, GAE, Azure, etc.); Hadoop; iOS; Java; JavaScript; LAMP; MongoDB; Node.js; Objective-C; Perl; PHP; Python; Ruby; Salesforce; Scala; SharePoint; SQL; SQL Server; Visual Basic; WordPress",,Yes,Self-employed,Software Products,10-19 employees,0,I love my job,,,,,,
30124,Slovenia,20-24,Male,Developer; Engineer; Programmer; Full-stack Developer; Hacker,Full-stack web developer,Full-stack web developer,1.5,35000,C#; Cassandra; Node.js; SQL,Cassandra; MongoDB; Redis; SQL; Swift,Yes,Employed full-time,Software Products,5-9 employees,1,I love my job,Multiple times a day,Dogs,Star Wars,Agree completely,Agree completely,Fragile code base; Changing requirements; Unspecific requirements
30126,India,< 20,Male,Developer; Engineer,Back-end web developer,Back-end web developer,8,25000,AngularJS; C; JavaScript; PHP; SQL; SQL Server,Android; C; C++; Java; Python; Ruby,No,I'm a student,,,,,Once a day,Dogs,Star Wars,Agree somewhat,Disagree somewhat,Poor documentation
30127,Switzerland,30-34,Male,Engineer; Programmer; Sr. Developer,Enterprise level services developer,Enterprise level services developer,8,125000,C#; JavaScript; SQL; SQL Server,C#; F#; Haskell; SQL; SQL Server; Swift,Yes,Employed full-time,Software Products,20-99 employees,0,I'm somewhat satisfied with my job,Multiple times a day,Cats,Star Trek,Agree completely,Neutral,Inefficient development processes; Fragile code base; Poor infrastructure or equipment
30128,India,20-24,Female,Programmer,Mobile developer - Android,"Mobile Dev (Android, iOS, WP & Multi-Platform)",0.5,15000,Android; Java,"Android; Cloud (AWS, GAE, Azure, etc.); Java; SQL",Yes,Employed full-time,,,,,,,,,,
30129,India,20-24,Male,Developer; Engineer; Programmer; Expert,Back-end web developer,Back-end web developer,1.5,15000,Android; Java; JavaScript; PHP; WordPress,Android; Java; JavaScript,No,Employed full-time,Web Services,1-4 employees,0,I love my job,Multiple times a day,Dogs,Star Wars,Agree completely,Disagree completely,Poor team dynamics; Poor documentation; Non-technical management; Interacting with non-technical people; Interacting with stupid people; Changing requirements
30130,Greece,30-34,Male,Developer; Engineer; Programmer,Mobile developer - Android,"Mobile Dev (Android, iOS, WP & Multi-Platform)",3.5,15000,Android; C#; Java; JavaScript; Windows Phone,Android; C#; Java,Yes,Employed full-time,Media / Advertising,5-9 employees,0,I'm somewhat dissatisfied with my job,A couple times a week,Cats,,Agree completely,Agree somewhat,Inefficient development processes; Poor scheduling; Non-technical management; Interacting with non-technical people; Interacting with stupid people; Changing requirements; Unspecific requirements
30131,Italy,30-34,Male,Developer; Programmer,Back-end web developer,Back-end web developer,3.5,15000,Android; CoffeeScript; Java; JavaScript; PHP; Ruby; WordPress,Android; AngularJS; CoffeeScript; Ruby,No,Employed full-time,Internet,5-9 employees,1,I'm somewhat satisfied with my job,Multiple times a day,Cats,,,,
30134,Germany,40-49,Male,Developer; Programmer; Manager,Desktop developer,Desktop developer,13,65000,C#; SQL,C#; SQL; Swift,Yes,Employed full-time,Consulting,10-19 employees,5,I love my job,Multiple times a day,Dogs,Star Wars,Agree completely,Disagree completely,Inefficient development processes; Poor infrastructure or equipment; Trying to be nice
30135,India,30-34,Male,Developer; Engineer; Programmer; Sr. Developer; Ninja; Guru; Full-stack Developer; Full Stack Overflow Developer,Back-end web developer,Back-end web developer,8,15000,AngularJS; JavaScript; LAMP; MongoDB; PHP; Python; Redis; SQL,Android; Arduino / Raspberry Pi; AngularJS; MongoDB; PHP; Python; ReactJS; Salesforce,Yes,Employed full-time,Healthcare,20-99 employees,6,I'm somewhat satisfied with my job,A couple times a week,Dogs,Star Wars,Agree completely,Neutral,Inefficient development processes; Fragile code base; Poor scheduling; Poor documentation; Outdated technologies
30136,United States,25-29,Male,Engineer; Sr. Developer; Manager; Rockstar; Guru; Expert; Hacker,DevOps,DevOps,13,165000,"Cloud (AWS, GAE, Azure, etc.); LAMP; MongoDB; PHP; Python; Redis","Arduino / Raspberry Pi; C; Cloud (AWS, GAE, Azure, etc.); LAMP; MongoDB; Node.js; PHP; Python; Redis; Scala",Yes,Employed full-time,Software Products,20-99 employees,0,I'm somewhat dissatisfied with my job,Multiple times a day,Other (please specify),,Agree completely,Disagree completely,Unrealistic expectations; Poor infrastructure or equipment; Changing requirements
30137,Sweden,20-24,Male,Developer; Programmer,Back-end web developer,Back-end web developer,3.5,45000,C; C++; C#; CoffeeScript; iOS; Java; Node.js; Objective-C; PHP; Ruby; Rust; Swift,Android; F#; Java; MongoDB; Python; SQL; SQL Server; Visual Basic,Yes,Other (please specify),,,,,,,,,,
30139,Pakistan,25-29,Male,Developer; Programmer,Full-stack web developer,Full-stack web developer,1.5,5000,C#; JavaScript; SharePoint,C#; JavaScript; SharePoint; SQL; SQL Server,No,Employed full-time,Software Products,5-9 employees,0,I'm neither satisfied nor dissatisfied,A couple times a week,Dogs,,Agree completely,Disagree completely,Poor documentation; Changing requirements; Unspecific requirements
30140,Malaysia,35-39,Male,Rockstar,Analyst,Analyst,8,15000,,"Cloud (AWS, GAE, Azure, etc.); SharePoint; WordPress",No,Employed full-time,Other (please specify),I am not sure,2,I'm neither satisfied nor dissatisfied,"I don't ""check-in or commit code"", but I do put code into production somewhat frequently",Cats,Star Wars,Agree completely,Agree completely,
30141,Austria,30-34,Female,Full-stack Developer,Full-stack web developer,Full-stack web developer,13,35000,JavaScript; PHP; SQL; WordPress,Android; Cordova; iOS; Java; JavaScript; PHP; Ruby; Swift; WordPress,No,Employed full-time,Media / Advertising,20-99 employees,2,I'm somewhat satisfied with my job,"I don't ""check-in or commit code"", but I do put code into production somewhat frequently",Cats,,Agree completely,Disagree completely,Inefficient development processes; Poor scheduling; Unrealistic expectations; Poor documentation; Non-technical management; Unspecific requirements; Limited resources
30142,Poland,30-34,Male,Engineer; Programmer; Manager,"Executive (VP of Eng., CTO, CIO, etc.)","Executive (VP of Eng., CTO, CIO, etc.)",8,35000,Go; JavaScript; Redis; Ruby; SQL,Go; Redis; Ruby; SQL,No,Employed full-time,Other (please specify),5-9 employees,1,I love my job,Multiple times a day,Cats,Star Wars,Agree somewhat,Disagree somewhat,Outdated technologies; Interacting with non-technical people; Changing requirements
30143,Germany,25-29,Male,Developer; Programmer; Full-stack Developer; Hacker,Business intelligence or data warehousing expert,Business intelligence or data warehousing expert,8,35000,AngularJS; Go; Java; JavaScript; Node.js; Scala; SQL,Go; Java; JavaScript; Scala; SQL,No,Employed full-time,Software Products,100-499 employees,4,I'm somewhat satisfied with my job,Multiple times a day,Dogs,Star Wars,Agree completely,Disagree completely,Fragile code base; Poor documentation; Unspecific requirements
30144,United States,30-34,Male,Sr. Developer; Rockstar,Mobile developer - Android,"Mobile Dev (Android, iOS, WP & Multi-Platform)",13,210000,C#; Java,C#; Go; Python,Yes,Employed full-time,Gaming,100-499 employees,3,I love my job,Multiple times a day,Dogs,Star Wars,Agree completely,Disagree somewhat,
30145,United Kingdom,30-34,Male,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,Full-stack web developer,Full-stack web developer,8,85000,AngularJS; JavaScript; MongoDB; Node.js,AngularJS; JavaScript; MongoDB; Node.js; ReactJS,Yes,Freelance / Contractor,Software Products,1-4 employees,0,I love my job,Multiple times a day,Other (please specify),Star Wars,Agree somewhat,Disagree completely,Unrealistic expectations; Interacting with non-technical people; Unspecific requirements
30147,Germany,35-39,Male,Developer,Back-end web developer,Back-end web developer,3.5,35000,Python,JavaScript; MongoDB; Python; ReactJS; SQL,Yes,Employed full-time,Web Services,5-9 employees,1,I love my job,Multiple times a day,Cats,Star Trek,Agree completely,Disagree completely,Poor documentation; Outdated technologies; Limited resources
30148,Belgium,25-29,Male,Developer; Programmer; Sr. Developer; Manager; Expert; Full-stack Developer,Full-stack web developer,Full-stack web developer,8,45000,JavaScript; PHP; SQL; WordPress,C#; JavaScript; PHP; SQL,Yes,Self-employed,Web Services,1-4 employees,2,I'm somewhat satisfied with my job,"I don't ""check-in or commit code"", but I do put code into production somewhat frequently",Dogs,Star Wars,Agree completely,Agree completely,Poor scheduling; Changing requirements; Unspecific requirements; Limited resources
30149,India,20-24,Male,Developer; Engineer; Programmer,Mobile developer - iOS,"Mobile Dev (Android, iOS, WP & Multi-Platform)",3.5,5000,iOS; Objective-C,iOS; Objective-C,Yes,Employed full-time,Software Products,100-499 employees,0,I love my job,A couple times a week,Other (please specify),Star Trek,Agree completely,Agree completely,Inefficient development processes; Corporate policies; Poor infrastructure or equipment; Changing requirements
30150,India,25-29,Female,Sr. Developer,Full-stack web developer,Full-stack web developer,8,,JavaScript; LAMP; PHP,Android; MongoDB; Node.js,No,Employed full-time,Web Services,100-499 employees,11+,I'm somewhat satisfied with my job,Once a day,Dogs,Star Wars,Agree completely,Disagree completely,Fragile code base; Poor documentation; Outdated technologies
